CO(GT),PT08.S1(CO),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,C6H6(GT)
1.4200000000000002,1091.0,925.0,89.8,701.0,79.4,1753.0,1058.0,29.7,50.5,2.0767,8.6
2.6,1072.0,1120.0,124.0,711.0,100.0,1838.0,1045.0,23.7,46.0,1.3346,14.1
4.1,1425.0,1486.0,392.0,512.0,136.0,2305.0,1869.0,24.8,38.4,1.1808,27.3
2.2,1189.0,1065.0,247.0,609.0,74.0,1683.0,1830.0,23.1,61.3,1.7131,12.4
2.0,1097.0,1074.0,156.0,776.0,138.0,1671.0,960.0,40.4,14.9,1.1033,12.7
1.5,851.0,906.0,89.0,989.0,95.0,1418.0,545.0,21.2,27.7,0.6864,8.2
1.08,932.0,792.0,180.4,818.0,64.4,1323.0,903.0,14.9,73.8,1.24,5.6
1.7599999999999998,1077.0,1025.0,143.4,629.0,93.4,1677.0,772.0,28.4,38.4,1.4616,11.3
2.1,1280.0,1030.0,459.0,597.0,174.0,1246.0,1480.0,14.9,34.9,0.5869,11.4
1.3,1029.0,702.0,68.0,1180.0,82.0,1287.0,639.0,14.8,41.0,0.685,3.8
3.9,1250.0,1339.0,251.0,616.0,152.0,2075.0,1383.0,31.3,27.3,1.2234,21.6
3.6799999999999997,1421.0,1354.0,279.0,545.0,194.0,2063.0,1854.0,33.9,26.8,1.397,22.1
2.7,1267.0,1088.0,151.0,764.0,129.0,1740.0,1339.0,19.8,46.8,1.0702,13.1
4.0,1180.0,1339.0,382.0,567.0,171.0,1868.0,1211.0,33.3,23.6,1.1842,21.5
2.0,1184.0,983.0,230.0,667.0,90.0,1537.0,1046.0,25.3,48.0,1.5249,10.1
2.5,1210.0,1000.0,439.0,679.0,115.0,1456.0,1062.0,13.4,79.9,1.2254,10.6
3.5,1465.0,1241.0,591.0,434.0,132.0,1572.0,1774.0,17.9,42.2,0.8557,18.1
7.2,1564.0,1462.0,1076.0,472.0,228.0,1574.0,2181.0,6.3,57.9,0.5575,26.3
3.1,1361.0,1347.0,980.0,518.0,239.0,1456.0,1851.0,8.3,49.3,0.5414,21.8
1.4,997.0,817.0,84.0,1030.0,79.0,1426.0,626.0,14.4,51.8,0.8433,6.1
2.9,1102.0,1195.0,196.0,690.0,149.0,1762.0,1325.0,28.5,27.8,1.0665,16.5
4.0,1025.0,1202.0,515.0,691.0,194.0,1263.0,1191.0,12.7,28.9,0.4233,16.7
1.9,1096.0,947.0,115.0,872.0,113.0,1519.0,684.0,18.6,36.9,0.7829,9.2
1.0,1064.0,787.0,61.0,1057.0,88.0,1407.0,1115.0,14.8,52.1,0.8686,5.5
0.5599999999999999,818.0,473.0,47.0,1257.0,41.0,898.0,323.0,13.7,48.8,0.7606,0.8
0.4,797.0,543.0,25.0,1466.0,37.0,1347.0,410.0,21.6,48.1,1.2259,1.5
2.1,1098.0,971.0,145.0,877.0,103.0,1527.0,966.0,15.8,40.5,0.7241,9.8
1.8,1063.0,964.0,257.4,729.0,77.8,1454.0,1045.0,17.4,62.3,1.2282,9.6
5.2,1795.0,1382.0,894.0,410.0,262.0,1609.0,2355.0,11.1,56.9,0.7506,23.2
0.9,940.0,806.0,181.0,800.0,48.0,1392.0,1013.0,16.2,76.9,1.4029,5.9
2.0,1281.0,880.0,113.0,1084.0,104.0,1525.0,980.0,21.2,31.4,0.7812,7.5
1.1,993.0,727.0,194.0,810.0,128.0,989.0,1001.0,3.1,68.6,0.5302,4.3
0.6,944.0,586.0,93.0,977.0,61.0,1090.0,586.0,13.1,63.4,0.9535,2.0
5.7,1500.0,1458.0,847.0,428.0,197.0,1750.0,1776.0,8.2,74.9,0.8187,26.1
0.9800000000000001,887.0,754.0,32.0,1164.0,30.0,1523.0,560.0,30.9,30.7,1.3493,4.8
2.0,1203.0,920.0,122.0,898.0,103.0,1529.0,1118.0,14.9,52.0,0.8757,8.5
4.66,1538.0,1458.0,265.6,593.0,143.4,2186.0,1743.0,19.2,41.6,0.9154,26.1
0.7,815.0,627.0,27.0,1049.0,36.0,1518.0,650.0,23.4,61.7,1.7495,2.6
0.3,831.0,626.0,22.0,1126.0,33.0,1406.0,484.0,22.4,49.7,1.3333,2.6
5.9399999999999995,1598.0,1668.0,407.6,490.0,145.0,2617.0,1749.0,16.0,57.3,1.0342,35.2
6.3,1573.0,1511.0,1044.0,531.0,172.0,1916.0,1927.0,13.8,68.5,1.0718,28.3
0.6,907.0,741.0,44.0,983.0,57.0,1486.0,573.0,27.9,33.6,1.2433,4.6
1.0,926.0,763.0,41.0,949.0,54.0,1491.0,504.0,33.8,32.1,1.6596,5.0
1.4,1022.0,744.0,149.0,1224.0,87.0,1210.0,847.0,16.5,59.2,1.1021,4.6
2.3,929.0,928.0,327.0,842.0,116.0,1001.0,893.0,17.6,19.9,0.3952,8.7
0.7,995.0,646.0,121.0,895.0,81.0,1053.0,818.0,6.9,70.0,0.6997,2.9
2.7,1248.0,1177.0,324.0,608.0,129.0,1784.0,1230.0,26.4,47.3,1.6006,15.9
0.3,796.0,628.0,29.0,1136.0,36.0,1385.0,555.0,20.6,50.6,1.2119,2.6
0.6599999999999999,912.0,716.0,50.0,875.0,48.2,1586.0,898.0,21.7,73.2,1.8763,4.1
1.1,993.0,813.0,132.0,792.0,57.0,1413.0,946.0,19.9,67.5,1.5544,6.0
1.1,915.0,653.0,169.0,973.0,94.0,905.0,901.0,2.6,63.2,0.4721,3.0
6.3,1618.0,1530.0,326.0,579.0,171.0,2167.0,1791.0,18.0,32.9,0.6737,29.1
2.3,1168.0,1070.0,228.0,667.0,116.0,1646.0,1102.0,25.1,50.5,1.584,12.6
0.8,988.0,713.0,78.0,1092.0,79.0,1455.0,716.0,18.9,49.3,1.0668,4.0
2.5,1247.0,1060.0,147.0,1032.0,114.0,1525.0,1069.0,28.5,14.9,0.5708,12.3
1.8,1061.0,887.0,246.0,745.0,86.0,1367.0,889.0,12.0,80.8,1.1264,7.7
3.2,1194.0,1061.0,459.0,622.0,182.0,1257.0,1473.0,12.3,46.3,0.6597,12.3
0.58,868.0,652.0,24.0,962.0,33.2,1526.0,740.0,27.0,51.8,1.8147,3.0
0.4,919.0,761.0,212.0,911.0,122.0,942.0,1044.0,3.3,58.0,0.4551,5.0
3.6,1388.0,1363.0,370.0,485.0,105.0,1815.0,1556.0,20.3,61.4,1.4417,22.4
2.2,1077.0,969.0,337.0,690.0,135.0,1405.0,1023.0,16.8,58.9,1.1199,9.8
3.1,1314.0,1101.0,472.0,539.0,190.0,1374.0,1729.0,21.9,29.3,0.7568,13.5
0.9,925.0,672.0,140.0,991.0,86.0,1154.0,709.0,16.1,55.4,1.0089,3.3
2.1,1212.0,918.0,281.0,593.0,160.0,1308.0,1066.0,17.5,46.0,0.9104,8.5
1.6,1116.0,803.0,233.0,696.0,153.0,1173.0,1055.0,15.5,49.0,0.8579,5.8
2.8,1064.0,1126.0,272.0,711.0,139.0,1656.0,1361.0,26.4,29.9,1.0138,14.3
0.5,826.0,512.0,84.0,1108.0,61.0,1043.0,636.0,12.5,67.4,0.9722,1.1
1.4,1025.0,896.0,70.0,738.0,55.0,1693.0,823.0,29.9,44.7,1.8511,7.9
6.6,1303.0,1524.0,724.4,515.0,177.4,1744.0,1580.0,10.6,53.4,0.6818,28.9
1.0,918.0,830.0,74.8,875.0,78.2,1548.0,785.0,20.4,51.3,1.2131,6.4
2.1,1324.0,940.0,146.0,924.0,121.0,1587.0,1423.0,16.3,51.0,0.9341,9.0
2.8,1237.0,962.0,478.0,685.0,171.0,1138.0,1385.0,10.3,44.9,0.5612,9.6
1.1,930.0,796.0,135.0,883.0,85.0,1263.0,977.0,18.6,49.1,1.0435,5.7
7.5,1818.0,1675.0,847.0,330.0,232.0,2143.0,2129.0,18.8,49.1,1.0538,35.5
1.0,915.0,877.0,92.0,897.0,69.0,1651.0,937.0,19.9,51.8,1.1911,7.5
1.0,899.0,603.0,122.0,1055.0,97.0,782.0,379.0,12.3,29.9,0.4255,2.3
2.6,1111.0,1086.0,114.0,787.0,107.0,1802.0,824.0,33.2,23.7,1.1855,13.1
2.7,1335.0,1122.0,167.0,673.0,114.0,1840.0,1424.0,18.1,58.7,1.2072,14.2
0.6,938.0,575.0,97.0,955.0,63.0,1195.0,585.0,13.8,79.0,1.2425,1.9
1.0,955.0,723.0,51.0,1129.0,57.0,1393.0,559.0,27.7,25.8,0.9467,4.2
4.2,1442.0,1403.0,496.0,518.0,145.0,2026.0,1551.0,25.6,48.3,1.558,24.0
3.88,1468.0,1280.0,452.6,518.0,106.8,1899.0,1423.0,19.7,66.4,1.5035,19.4
2.12,1043.0,1117.0,178.0,742.0,150.0,1586.0,1076.0,34.4,16.6,0.8892,14.0
2.3,1142.0,1109.0,140.0,782.0,133.0,1789.0,1047.0,40.4,17.2,1.2774,13.8
1.3,933.0,831.0,105.0,888.0,72.0,1514.0,710.0,26.0,34.9,1.1509,6.4
0.9,900.0,582.0,107.0,1081.0,85.0,792.0,377.0,11.2,33.8,0.449,2.0
0.5,827.0,656.0,55.0,1075.0,60.0,1447.0,722.0,24.0,46.4,1.3689,3.1
3.2,1260.0,1160.0,403.0,568.0,79.0,1755.0,1231.0,19.6,75.3,1.6981,15.3
1.6800000000000002,1108.0,917.0,161.6,797.0,92.4,1495.0,1129.0,22.0,55.8,1.4585,8.4
1.0,1189.0,837.0,323.0,665.0,172.0,1204.0,1208.0,14.6,51.6,0.8508,6.6
3.8,1213.0,1341.0,210.0,683.0,143.0,2090.0,1601.0,28.8,30.2,1.1761,21.6
0.9800000000000001,916.0,623.0,140.0,962.0,84.4,1064.0,725.0,9.8,69.4,0.8397,2.5
3.0,1231.0,1017.0,492.0,655.0,151.0,1207.0,1414.0,5.2,70.0,0.6232,11.1
0.5,771.0,652.0,21.0,1223.0,36.0,1239.0,440.0,37.9,15.9,1.0296,3.0
1.3,1012.0,876.0,89.0,853.0,87.0,1580.0,967.0,26.0,35.7,1.1842,7.4
3.5,1183.0,1122.0,464.0,897.0,143.0,1476.0,1215.0,12.6,62.0,0.9027,14.2
3.5,1425.0,1155.0,185.0,709.0,110.0,1936.0,1789.0,17.8,66.8,1.346,15.2
1.1800000000000002,888.0,843.0,82.0,892.0,100.0,1438.0,729.0,26.1,28.3,0.9456,6.7
3.0,1196.0,1336.0,221.0,739.0,159.0,1971.0,1157.0,26.9,32.2,1.1267,21.4
2.7,1119.0,908.0,387.0,735.0,167.0,1173.0,1197.0,8.8,65.5,0.7435,8.2
0.4,762.0,618.0,23.4,1214.0,34.8,1431.0,516.0,22.2,50.7,1.3405,2.5
4.0,1531.0,1394.0,673.0,407.0,133.0,1860.0,1683.0,12.7,69.6,1.0206,23.6
1.7,1094.0,865.0,372.0,708.0,141.0,1061.0,1223.0,2.0,65.3,0.4688,7.2
2.7,1011.0,1122.0,203.0,808.0,137.0,1680.0,1071.0,26.1,24.7,0.8233,14.2
3.6,1404.0,1195.0,590.0,499.0,170.0,1501.0,1623.0,11.2,65.3,0.8639,16.5
2.7,1214.0,1061.0,183.0,780.0,103.0,1662.0,1257.0,19.5,34.4,0.7738,12.3
0.1,1097.0,956.0,58.0,708.0,93.0,1724.0,818.0,27.1,49.4,1.7398,9.4
3.3,1197.0,1249.0,158.0,698.0,125.0,1986.0,1132.0,28.3,31.7,1.1968,18.3
3.9,1413.0,1339.0,521.0,464.0,196.0,1611.0,1533.0,20.3,29.7,0.6973,21.6
1.6,992.0,948.0,106.0,773.0,95.0,1609.0,1271.0,26.3,33.7,1.1377,9.2
0.7,848.0,541.0,69.0,1067.0,61.0,937.0,392.0,15.1,44.5,0.7569,1.5
1.5,1047.0,859.0,92.0,948.0,84.0,1538.0,677.0,23.9,34.3,1.002,7.0
8.0,1774.0,1829.0,852.0,359.0,154.0,2457.0,2152.0,21.4,60.9,1.5322,42.8
2.2,1094.0,1002.0,272.0,755.0,110.0,1536.0,1114.0,26.5,35.7,1.2149,10.6
2.6,1248.0,1103.0,143.0,872.0,122.0,1632.0,1002.0,27.6,22.8,0.8288,13.6
6.1,1640.0,1404.0,351.0,743.0,165.0,2191.0,1654.0,9.6,67.8,0.8133,24.0
1.0,816.0,742.0,46.6,1009.0,55.0,1305.0,537.0,35.5,18.2,1.0376,4.6
2.9200000000000004,1228.0,1174.0,236.0,668.0,119.2,1788.0,1192.0,32.3,35.9,1.7067,15.8
0.6,878.0,518.0,50.0,1294.0,42.0,1149.0,539.0,13.8,81.3,1.2767,1.2
0.5,842.0,565.0,38.0,1327.0,45.8,1399.0,437.0,15.5,66.9,1.1691,1.8
0.48,802.0,440.0,31.0,1413.0,30.0,738.0,312.0,6.9,39.1,0.3901,0.5
6.5,1476.0,1663.0,681.0,473.0,225.0,2167.0,1785.0,28.1,32.4,1.2173,34.9
2.4,1124.0,1013.0,114.0,849.0,104.0,1676.0,733.0,22.3,38.9,1.0324,11.0
1.0,868.0,590.0,127.0,1081.0,100.0,753.0,420.0,10.6,26.0,0.332,2.1
1.1,942.0,648.0,63.0,1300.0,77.0,1204.0,500.0,11.5,46.6,0.6319,2.9
3.4,1305.0,1287.0,464.0,525.0,124.0,1771.0,1437.0,26.2,43.5,1.4591,19.7
5.6,1446.0,1374.0,1195.0,499.0,282.0,1560.0,1818.0,11.4,58.3,0.7868,22.9
2.7,1252.0,1439.0,884.0,559.0,239.0,1383.0,1798.0,6.8,49.8,0.4959,25.4
1.6,1137.0,967.0,140.0,687.0,74.0,1557.0,1091.0,19.4,69.3,1.5418,9.7
3.9,1463.0,1383.0,545.0,440.0,181.0,1636.0,1727.0,22.7,25.5,0.6944,23.2
1.5,1030.0,844.0,90.0,917.0,78.0,1599.0,747.0,32.3,30.4,1.445,6.7
2.5,1253.0,1030.0,464.0,590.0,137.0,1351.0,1368.0,10.6,62.3,0.7981,11.4
1.6,1100.0,954.0,87.0,809.0,106.0,1512.0,1360.0,40.1,14.9,1.0828,9.4
3.1,1383.0,1109.0,174.0,832.0,97.0,1706.0,1173.0,11.0,57.3,0.7501,13.8
0.86,948.0,700.0,45.0,1045.0,60.0,1430.0,939.0,16.9,49.8,0.9514,3.8
1.48,1029.0,862.0,89.4,727.0,75.6,1539.0,733.0,27.9,43.1,1.6004,7.1
0.4,873.0,485.0,78.0,1305.0,67.0,1083.0,512.0,10.7,80.7,1.0377,0.9
0.5,841.0,713.0,73.0,1326.0,68.0,1330.0,525.0,19.2,39.7,0.8728,4.0
2.8,1097.0,1199.0,190.0,699.0,158.0,1738.0,1006.0,28.3,24.9,0.9412,16.6
0.9,951.0,673.0,47.0,1137.0,62.0,1381.0,797.0,11.8,64.3,0.8869,3.3
1.1,878.0,687.0,212.0,964.0,89.0,1035.0,813.0,5.9,76.6,0.7179,3.6
1.16,1074.0,731.0,81.6,1020.0,71.6,1488.0,891.0,12.9,69.1,1.0264,4.4
1.9,1030.0,828.0,313.0,705.0,150.0,1130.0,869.0,16.1,41.0,0.7435,6.3
3.5,1346.0,1224.0,202.0,715.0,146.0,1794.0,1272.0,23.9,29.4,0.8589,17.5
5.5,1616.0,1363.0,833.0,442.0,196.0,1701.0,1918.0,12.6,65.2,0.9474,22.4
1.2,925.0,768.0,119.0,987.0,70.0,1289.0,541.0,31.1,26.1,1.163,5.1
0.6,909.0,545.0,44.0,1473.0,58.0,1131.0,436.0,14.6,36.0,0.5947,1.5
1.7,1005.0,910.0,109.0,881.0,84.0,1670.0,751.0,28.4,34.4,1.314,8.3
2.7,1188.0,983.0,482.0,648.0,170.0,1193.0,1338.0,5.1,68.2,0.6033,10.1
0.62,860.0,652.0,63.4,997.0,46.6,1326.0,734.0,17.1,73.9,1.4262,3.0
0.8,911.0,654.0,38.0,1102.0,51.0,1466.0,477.0,30.0,41.3,1.7259,3.0
0.6,933.0,574.0,95.0,937.0,63.0,1201.0,646.0,13.9,78.0,1.2346,1.9
0.5,827.0,697.0,32.0,1070.0,46.0,1371.0,478.0,29.5,25.9,1.0489,3.8
1.6,1108.0,1123.0,167.0,804.0,83.0,1801.0,1111.0,17.4,50.9,1.0017,14.2
4.4,1477.0,1471.0,624.0,455.0,146.0,2031.0,1750.0,22.6,54.5,1.4737,26.7
0.72,882.0,716.0,52.0,894.0,52.0,1494.0,790.0,23.0,52.2,1.4516,4.1
1.0,1002.0,704.0,105.0,1472.0,69.0,1202.0,752.0,16.0,61.6,1.1127,3.9
0.4,930.0,723.0,43.0,1035.0,62.0,1263.0,474.0,37.9,15.0,0.9728,4.2
2.8,1359.0,1282.0,425.0,541.0,78.0,1912.0,1319.0,19.8,69.4,1.5859,19.5
0.6,810.0,664.0,11.0,1123.0,17.0,1312.0,478.0,37.3,20.5,1.286,3.2
1.1,976.0,669.0,68.0,1270.0,65.0,1266.0,795.0,7.2,62.9,0.6396,3.3
3.0,1198.0,1136.0,137.0,717.0,103.0,1870.0,1291.0,17.1,61.5,1.1873,14.6
2.6,1130.0,1026.0,359.0,657.0,115.0,1374.0,1209.0,14.5,60.4,0.9909,11.3
8.0,2040.0,1754.0,404.0,542.0,187.0,2679.0,2122.0,20.4,42.5,1.0086,39.2
0.5,863.0,652.0,42.0,1055.0,54.0,1504.0,816.0,25.9,45.1,1.4889,3.0
0.8,875.0,721.0,80.4,1083.0,59.8,1328.0,683.0,15.9,44.7,0.8009,4.2
0.43999999999999995,730.0,530.0,21.8,1517.0,33.2,1362.0,445.0,18.1,64.6,1.3276,1.3
1.7,1079.0,976.0,139.0,781.0,113.0,1669.0,999.0,29.9,31.1,1.2883,9.9
1.5,1018.0,992.0,102.0,839.0,96.0,1710.0,1103.0,24.7,39.3,1.2065,10.4
3.6,1428.0,1288.0,487.0,465.0,146.0,1580.0,1629.0,13.2,61.8,0.9313,19.7
5.1,1350.0,1305.0,839.0,509.0,175.0,1383.0,1745.0,4.3,56.8,0.4768,20.3
3.22,1483.0,1213.0,183.6,764.0,138.4,1798.0,1249.0,23.7,28.6,0.8273,17.1
3.2,1271.0,1157.0,384.0,572.0,187.0,1483.0,1353.0,18.8,49.2,1.0548,15.3
3.7,1138.0,986.0,275.0,663.0,157.0,1188.0,1030.0,7.3,56.7,0.5806,10.2
5.5,1612.0,1496.0,548.0,429.0,137.0,2127.0,1743.0,26.9,48.6,1.7017,27.7
2.6,1114.0,1101.0,287.0,663.0,125.2,1632.0,1057.0,29.6,27.7,1.1278,13.5
1.2200000000000002,1040.0,804.0,80.4,940.0,80.8,1502.0,780.0,19.3,44.0,0.9783,5.8
0.8,926.0,638.0,37.0,1195.0,52.0,1342.0,749.0,11.2,65.9,0.8775,2.8
1.0,951.0,620.0,139.4,938.0,91.2,1077.0,779.0,7.9,75.1,0.805,2.5
2.4,1039.0,1024.0,543.0,721.0,105.0,1325.0,1043.0,11.1,58.6,0.7737,11.3
2.3,1100.0,1108.0,148.0,800.0,109.0,1731.0,932.0,25.0,30.1,0.9394,13.7
0.6,886.0,464.0,56.6,1273.0,52.2,919.0,357.0,4.5,79.2,0.6751,0.7
0.1,762.0,581.0,41.0,1588.0,45.0,1277.0,434.0,17.9,46.1,0.9383,2.0
3.0,1209.0,1248.0,188.0,712.0,119.0,1891.0,1295.0,23.5,29.5,0.8435,18.3
3.9,1438.0,1295.0,567.0,470.0,160.0,1620.0,1577.0,12.3,63.0,0.9015,19.9
0.52,883.0,549.0,88.6,1019.0,65.4,1025.0,607.0,9.4,70.9,0.8386,1.6
4.800000000000001,1413.0,1424.0,271.6,739.0,170.0,2102.0,1544.0,17.0,46.0,0.883,24.8
4.4,1598.0,1299.0,274.0,752.0,149.0,1941.0,1627.0,12.1,53.3,0.7536,20.1
0.3,781.0,409.0,25.0,1664.0,25.0,669.0,252.0,3.6,50.3,0.4022,0.3
1.4,1066.0,982.0,239.0,740.0,53.0,1699.0,1065.0,19.7,74.4,1.6829,10.1
2.6,1343.0,1096.0,191.0,839.0,115.0,1587.0,1311.0,11.9,38.4,0.5341,13.4
0.7,798.0,619.0,41.0,1204.0,14.0,1138.0,500.0,15.7,51.1,0.9056,2.5
2.4,1104.0,1099.0,290.0,698.0,129.0,1483.0,1147.0,26.4,28.5,0.9658,13.5
0.7,901.0,763.0,47.0,984.0,54.0,1552.0,717.0,23.7,47.1,1.3602,5.0
1.6799999999999997,1053.0,913.0,112.8,824.0,85.0,1578.0,1033.0,19.7,70.3,1.5925,8.3
0.9,976.0,858.0,104.0,1070.0,102.0,1547.0,839.0,20.0,47.6,1.103,7.0
0.74,849.0,552.0,93.0,1165.0,77.0,812.0,737.0,3.1,51.0,0.3947,1.6
2.7,1235.0,963.0,166.0,803.0,103.0,1680.0,1095.0,13.1,80.1,1.2016,9.6
2.1,1169.0,1003.0,350.0,665.0,128.0,1409.0,1126.0,15.6,62.0,1.0904,10.7
1.2,989.0,798.0,48.2,840.0,61.2,1607.0,584.0,34.5,34.7,1.8667,5.7
3.2199999999999998,1232.0,1210.0,358.6,565.0,133.8,1832.0,1478.0,34.5,28.5,1.5324,17.0
1.1,941.0,800.0,157.0,823.0,115.0,917.0,671.0,12.6,30.6,0.4443,5.8
0.9,936.0,730.0,48.0,864.0,38.0,1551.0,726.0,27.7,52.6,1.9202,4.4
2.3,1210.0,958.0,126.0,933.0,96.0,1514.0,1036.0,19.2,31.3,0.6887,9.5
2.3,1379.0,1087.0,137.0,901.0,126.0,1660.0,1144.0,25.2,24.9,0.7829,13.1
0.5,809.0,593.0,58.0,1134.0,44.0,1277.0,647.0,18.3,65.1,1.3529,2.1
3.1,1211.0,1143.0,269.0,632.0,157.0,1860.0,1331.0,24.2,48.5,1.4452,14.8
0.8,966.0,622.0,63.0,1317.0,67.0,1342.0,571.0,13.6,59.0,0.9129,2.5
2.0,1073.0,1009.0,206.0,639.0,105.0,1655.0,955.0,25.2,50.1,1.58,10.9
0.9,1021.0,800.0,75.0,931.0,64.0,1483.0,1019.0,14.0,59.7,0.9499,5.7
0.6,851.0,627.0,21.0,1129.0,30.0,1433.0,419.0,31.6,38.9,1.7838,2.6
1.2,970.0,900.0,79.0,909.0,93.0,1524.0,664.0,36.9,17.5,1.0789,8.0
2.1,971.0,870.0,266.0,911.0,98.0,1287.0,798.0,19.6,36.3,0.8193,7.3
1.3,1025.0,980.0,114.0,986.0,113.0,1591.0,891.0,25.0,26.9,0.8408,10.1
2.5,1185.0,807.0,307.4,685.0,163.2,1051.0,1467.0,5.0,66.3,0.5811,5.9
1.6,1079.0,875.0,113.0,947.0,71.0,1535.0,998.0,10.3,65.6,0.8225,7.4
2.2,1074.0,954.0,136.0,846.0,112.0,1570.0,956.0,16.7,47.2,0.892,9.4
2.2,1207.0,950.0,368.0,623.0,204.0,1303.0,1162.0,8.1,64.8,0.7039,9.3
2.5,1153.0,1066.0,135.0,811.0,122.0,1651.0,1194.0,19.9,37.8,0.8675,12.5
1.4,1100.0,854.0,401.0,714.0,186.0,1075.0,1187.0,1.8,73.7,0.5198,6.9
1.8,1110.0,1021.0,119.0,820.0,96.0,1724.0,971.0,32.3,23.6,1.1271,11.2
3.0,1259.0,1295.0,188.0,600.0,156.0,1990.0,1280.0,38.7,20.3,1.3743,19.9
1.3,1111.0,777.0,228.0,760.0,143.0,1137.0,1024.0,12.5,47.8,0.6877,5.3
1.54,1097.0,940.0,87.4,676.0,76.2,1727.0,1056.0,28.1,45.4,1.697,9.0
0.9,894.0,794.0,179.0,889.0,71.0,1266.0,908.0,14.1,61.7,0.9844,5.6
1.8,1043.0,975.0,216.0,675.0,66.0,1489.0,1041.0,18.7,69.0,1.4727,9.9
1.5,1144.0,821.0,214.0,651.0,123.0,1262.0,988.0,15.4,54.0,0.9385,6.2
4.6,1357.0,1445.0,295.0,620.0,206.0,2195.0,1622.0,33.7,27.7,1.4213,25.6
5.0,1247.0,1142.0,469.0,574.0,222.0,1547.0,1199.0,18.3,52.3,1.0922,14.8
2.4,1159.0,1061.0,138.0,812.0,122.0,1648.0,1174.0,22.2,33.4,0.8806,12.3
2.2,998.0,858.0,256.0,770.0,135.0,1109.0,857.0,8.6,53.6,0.5992,7.0
0.5,891.0,576.0,46.0,1417.0,53.0,1289.0,733.0,11.9,57.4,0.7978,1.9
1.5,1076.0,745.0,221.0,801.0,149.0,1040.0,841.0,7.4,59.3,0.6123,4.6
5.6,1562.0,1458.0,1056.0,458.0,197.0,1770.0,2021.0,12.4,64.8,0.931,26.1
0.7,859.0,693.0,24.0,988.0,43.0,1377.0,710.0,25.3,39.7,1.2656,3.7
0.5,843.0,655.0,37.2,1046.0,55.4,1377.0,826.0,24.8,36.0,1.1109,3.0
0.7,868.0,567.0,91.0,1238.0,64.0,919.0,823.0,6.4,63.3,0.6123,1.8
1.08,809.0,659.0,67.4,1074.0,29.6,1161.0,550.0,14.8,58.4,0.9777,3.1
0.7,888.0,574.0,153.0,1035.0,114.0,820.0,886.0,1.4,56.8,0.3903,1.9
2.2,1132.0,1052.0,233.0,680.0,117.0,1609.0,944.0,28.5,37.3,1.4291,12.1
4.9,1529.0,1526.0,300.0,476.0,149.0,2559.0,1763.0,27.4,45.5,1.6396,29.0
0.5,827.0,560.0,79.0,1169.0,53.0,1087.0,565.0,13.9,63.8,1.0079,1.7
3.0,1307.0,1236.0,397.0,649.0,137.0,1869.0,1356.0,32.2,34.2,1.6145,17.9
2.6,1251.0,1097.0,306.0,502.0,151.0,1541.0,1328.0,17.1,61.5,1.191,13.4
2.6,1194.0,1198.0,275.0,587.0,101.0,1732.0,1228.0,19.3,67.5,1.4977,16.6
1.9600000000000002,1088.0,1159.0,141.2,666.0,126.0,1626.0,889.0,37.2,18.9,1.1774,15.3
2.1,1146.0,860.0,326.0,692.0,189.0,1181.0,1092.0,5.2,83.9,0.7487,7.1
1.0,1033.0,686.0,63.0,1030.0,69.0,1420.0,948.0,11.9,74.8,1.038,3.6
1.1,888.0,652.0,150.0,1025.0,96.0,833.0,547.0,2.9,48.7,0.3706,3.0
1.0,1106.0,715.0,152.0,714.0,101.0,1279.0,949.0,13.9,80.4,1.2694,4.1
0.8,975.0,598.0,63.0,1268.0,73.0,1293.0,536.0,13.4,56.0,0.8576,2.2
1.5,1115.0,804.0,223.0,734.0,131.0,1220.0,1136.0,14.3,59.2,0.9608,5.8
0.5,737.0,468.0,50.0,1481.0,40.0,869.0,395.0,10.7,41.8,0.536,0.7
3.0,990.0,978.0,390.0,751.0,191.0,928.0,1131.0,9.7,20.6,0.2488,10.0
0.8,886.0,589.0,83.0,975.0,69.0,1001.0,443.0,15.1,47.6,0.8139,2.1
1.2,877.0,808.0,73.0,1011.0,70.0,1614.0,723.0,20.4,55.8,1.3196,5.9
4.5,1491.0,1385.0,223.0,685.0,165.0,1915.0,1486.0,24.3,30.1,0.9012,23.3
1.8,943.0,900.0,340.2,816.0,117.6,1129.0,1064.0,8.5,59.7,0.6649,8.0
3.1,1113.0,1096.0,465.0,645.0,158.0,1092.0,1359.0,13.2,20.4,0.3074,13.4
1.3,1003.0,694.0,156.0,876.0,116.0,976.0,663.0,7.7,53.0,0.5572,3.7
2.7,1184.0,1119.0,243.0,594.0,104.0,1806.0,912.0,31.4,35.4,1.5972,14.1
2.8,975.0,938.0,367.0,874.0,147.0,989.0,928.0,9.6,29.6,0.3545,9.0
4.7,1597.0,1466.0,320.0,518.0,109.0,2400.0,1687.0,16.9,66.1,1.2613,26.5
1.0,889.0,661.0,140.0,1001.0,66.0,1115.0,735.0,12.9,64.7,0.9564,3.1
3.7,1489.0,1193.0,670.0,497.0,148.0,1475.0,1776.0,8.6,69.0,0.7732,16.4
1.5,1014.0,804.0,236.0,871.0,79.0,1233.0,994.0,14.6,64.7,1.0677,5.8
3.0,1326.0,1265.0,160.0,757.0,136.0,1835.0,1246.0,29.2,21.5,0.8573,18.9
